,PMID,Full_author_name
802,24722932,"wellge, b/split/charité-universitätsmedizin berlin, med. klinik m.s. kardiologie und angiologie,  zentrum für kardiovaskuläre telemedizin, berlin."
802,24722932,"winkler, s/split/unfallkrankenhaus berlin, klinik für innere medizin/ kardiologie, berlin."
802,24722932,"baumann, g/split/charité-universitätsmedizin berlin, med. klinik m.s. kardiologie und angiologie,  zentrum für kardiovaskuläre telemedizin, berlin."
802,24722932,"koehler, f/split/charité-universitätsmedizin berlin, med. klinik m.s. kardiologie und angiologie,  zentrum für kardiovaskuläre telemedizin, berlin."
803,24135027,"dwinger, sarah/split/department of medical psychology, university medical center hamburg-eppendorf,  martinistr 52, hamburg 20246, germany. s.dwinger@uke.de."
803,24135027,"dirmaier, jörg"
803,24135027,"herbarth, lutz"
803,24135027,"könig, hans-helmut"
803,24135027,"eckardt, matthias"
803,24135027,"kriston, levente"
803,24135027,"bermejo, isaac"
803,24135027,"härter, martin"
804,24853566,"park, linda g/split/veterans affairs medical center, university of california, san francisco, usa  linda.park@ucsf.edu."
804,24853566,"howie-esquivel, jill/split/department of physiological nursing, university of california, san francisco,  usa."
804,24853566,"whooley, mary a/split/veterans affairs medical center, university of california, san francisco, usa  department of medicine, epidemiology and biostatistics, university of california, san francisco, usa."
804,24853566,"dracup, kathleen/split/department of physiological nursing, university of california, san francisco,  usa."
805,23469501,"connelly, lynne m/split/benedictine college, atchison, ks, usa."
806,25160241,"svagård, i/split/sintef ict, dept. of instrumentation, oslo, norway."
806,25160241,"austad, h o/split/sintef ict, dept. of instrumentation, oslo, norway."
806,25160241,"seeberg, t/split/sintef ict, dept. of instrumentation, oslo, norway."
806,25160241,"vedum, j/split/sintef ict, dept. of instrumentation, oslo, norway."
806,25160241,"liverud, a/split/sintef ict, dept. of instrumentation, oslo, norway."
806,25160241,"mathiesen, b m/split/sintef ict, dept. of instrumentation, oslo, norway."
806,25160241,"keller, b/split/sintef ict, dept. of instrumentation, oslo, norway."
806,25160241,"bendixen, o c/split/spartanburg regional home health care system, spartanburg, south carolina, usa."
806,25160241,"osborne, p/split/spartanburg regional home health care system, spartanburg, south carolina, usa."
806,25160241,"strisland, f/split/sintef ict, dept. of instrumentation, oslo, norway."
807,24345687,"lyngå, patrik/split/department of clinical science and education, södersjukhuset, karolinska  institutet, stockholm, sweden; patrik.lynga@sodersjukhuset.se."
807,24345687,"fridlund, bengt/split/school of health sciences, jönköping university, jönköping, sweden."
807,24345687,"langius-eklöf, ann/split/department of neurobiology, care sciences and society (nvs), karolinska  institutet, huddinge, sweden."
807,24345687,"bohm, katarina/split/department of clinical science and education, södersjukhuset, karolinska  institutet, stockholm, sweden."
808,23702984,"van der velde, enno t/split/department of cardiology, leiden university medical center, leiden, the  netherlands. etvandervelde@lumc.nl"
808,23702984,"atsma, douwe e"
808,23702984,"foeken, hylke"
808,23702984,"witteman, tom a"
808,23702984,"hoekstra, wybo h g j"
809,24774107,"drak-hernández, yasmín/split/servicio de cardiología, unidad de arritmias, hospital universitario puerta de  hierro, majadahonda, madrid, spain. electronic address: yasmindrakhernandez@hotmail.es."
809,24774107,"toquero-ramos, jorge/split/servicio de cardiología, unidad de arritmias, hospital universitario puerta de  hierro, majadahonda, madrid, spain."
809,24774107,"fernández, josé m/split/servicio de cardiología, unidad de arritmias, hospital universitario puerta de  hierro, majadahonda, madrid, spain."
809,24774107,"pérez-pereira, elena/split/servicio de cardiología, unidad de arritmias, hospital universitario puerta de  hierro, majadahonda, madrid, spain."
809,24774107,"castro-urda, víctor/split/servicio de cardiología, unidad de arritmias, hospital universitario puerta de  hierro, majadahonda, madrid, spain."
809,24774107,"fernández-lozano, ignacio/split/servicio de cardiología, unidad de arritmias, hospital universitario puerta de  hierro, majadahonda, madrid, spain."
810,24573195,"karvounis, e c"
810,24573195,"tsipouras, m g"
810,24573195,"tzallas, a t"
810,24573195,"katertsidis, n s"
810,24573195,"stefanou, k"
810,24573195,"goletsis, y"
810,24573195,"frigerio, m"
810,24573195,"verde, a"
810,24573195,"caruso, r"
810,24573195,"meyns, b"
810,24573195,"terrovitis, j"
810,24573195,"trivella, m g"
810,24573195,"fotiadis, d i/split/dimitrios i. fotiadis, unit of medical technology and intelligent information  systems, dept. of material science and engineering, university of ioannina, po box 1186, 451 10 ioannina, greece, e-mail: fotiadis@cc.uoi.gr."
811,25343246,"yperzeele, laetitia/split/department of neurology, universitair ziekenhuis brussel, brussels, belgium;  center for neurosciences (c4n), vrije universiteit brussel (vub), brussels, belgium."
811,25343246,"van hooff, robbert-jan/split/department of neurology, universitair ziekenhuis brussel, brussels, belgium;  center for neurosciences (c4n), vrije universiteit brussel (vub), brussels, belgium."
811,25343246,"de smedt, ann/split/department of neurology, universitair ziekenhuis brussel, brussels, belgium;  center for neurosciences (c4n), vrije universiteit brussel (vub), brussels, belgium."
811,25343246,"valenzuela espinoza, alexis/split/center for neurosciences (c4n), vrije universiteit brussel (vub), brussels,  belgium."
811,25343246,"van dyck, rita/split/department of neurology, universitair ziekenhuis brussel, brussels, belgium."
811,25343246,"van de casseye, rohny/split/flanders district of creativity, leuven, belgium."
811,25343246,"convents, andre/split/center for neurosciences (c4n), vrije universiteit brussel (vub), brussels,  belgium."
811,25343246,"hubloue, ives/split/department of emergency medicine, universitair ziekenhuis brussel, brussels,  belgium; research group on emergency and disaster medicine (regedim), vrije universiteit brussel (vub), brussels, belgium."
811,25343246,"lauwaert, door/split/department of emergency medicine, universitair ziekenhuis brussel, brussels,  belgium; research group on emergency and disaster medicine (regedim), vrije universiteit brussel (vub), brussels, belgium."
811,25343246,"de keyser, jacques/split/department of neurology, universitair ziekenhuis brussel, brussels, belgium;  center for neurosciences (c4n), vrije universiteit brussel (vub), brussels, belgium; department of neurology, university medical center groningen, university of groningen, groningen, the netherlands."
811,25343246,"brouns, raf/split/department of neurology, universitair ziekenhuis brussel, brussels, belgium;  center for neurosciences (c4n), vrije universiteit brussel (vub), brussels, belgium."
812,24344325,"hernández-madrid, antonio/split/cardiology department, ramón y cajal hospital, carretera colmenar viejo, km 9,  100, 28034 madrid, spain."
812,24344325,"lewalter, thorsten"
812,24344325,"proclemer, alessandro"
812,24344325,"pison, laurent"
812,24344325,"lip, gregory y h"
812,24344325,"blomstrom-lundqvist, carina"
813,25148300,"mistry, hema/split/warwick medical school,university of warwick,hema.mistry@warwick.ac.uk."
814,24796429,"dolezal, brett a/split/1 exercise physiology research laboratory, departments of medicine and  physiology, david geffen school of medicine, university of california , los angeles, los angeles, california."
814,24796429,"abrazado, marlon"
814,24796429,"batalin, maxim a"
814,24796429,"smith, denise"
814,24796429,"cooper, christopher b"
815,24637516,"rasmussen, martin boehme/split/department of medicine, silkeborg regional hospital and cardiovascular research  centre viborg and silkeborg hospital & institute of clinical medicine, aarhus university hospital, , silkeborg, denmark."
815,24637516,"frost, lars"
815,24637516,"stengaard, carsten"
815,24637516,"brorholt-petersen, jens uffe"
815,24637516,"dodt, karen kaae"
815,24637516,"søndergaard, hanne maare"
815,24637516,"terkelsen, christian juhl"
816,25291802,"lanata, antonio"
816,25291802,"valenza, gaetano"
816,25291802,"nardelli, mimma"
816,25291802,"gentili, claudio"
816,25291802,"scilingo, enzo pasquale"
817,23497109,"pedone, claudio/split/area di geriatria, università campus biomedico, roma, italy.  c.pedone@unicampus.it"
817,23497109,"chiurco, domenica"
817,23497109,"scarlata, simone"
817,23497109,"incalzi, raffaele antonelli"
818,23636870,"khan, ejaz m/split/clinical research department, winchester medical center, 1840 amherst street,  winchester, va 22601, usa. ejazkhan@arrhythmiaspecialists.com"
818,23636870,"frumkin, william"
818,23636870,"ng, g andre"
818,23636870,"neelagaru, suresh"
818,23636870,"abi-samra, freddy m"
818,23636870,"lee, jay"
818,23636870,"giudici, michael"
818,23636870,"gohn, douglas"
818,23636870,"winkle, roger a"
818,23636870,"sussman, jonathan"
818,23636870,"knight, bradley p"
818,23636870,"berman, adam"
818,23636870,"calkins, hugh"
819,22644407,"papavasileiou, lida p/split/cardiology department, university hospital of rome, tor vergata, viale oxford 81,  rome, italy. lidapieretta@hotmail.com"
819,22644407,"forleo, giovanni b"
819,22644407,"panattoni, germana"
819,22644407,"schirripa, valentina"
819,22644407,"minni, valentina"
819,22644407,"magliano, giulia"
819,22644407,"bellos, kyriakos"
819,22644407,"santini, luca"
819,22644407,"romeo, francesco"
820,23358946,"celik, nuri"
820,23358946,"gagarin, ruthsenne"
820,23358946,"huang, gui chao"
820,23358946,"iskander, magdy f"
820,23358946,"berg, benjamin w"
821,24105924,"ren, xiushui/split/department of cardiology, kaiser permanente medical center, redwood city,  california."
821,24105924,"apostolakos, christina"
821,24105924,"vo, thuy hong"
821,24105924,"shaw, richard e"
821,24105924,"shields, korey"
821,24105924,"banki, nader m"
821,24105924,"zuckermann, douglas w"
821,24105924,"flint, alexander c"
821,24105924,"hongo, richard h"
821,24105924,"goldschlager, nora f"
822,23635393,"marrie, ruth ann/split/university of manitoba, department of internal medicine, winnipeg, mb, canada.  rmarrie@hsc.mb.ca"
822,23635393,"salter, amber r"
822,23635393,"tyry, tuula"
822,23635393,"fox, robert j"
822,23635393,"cutter, gary r"
823,24508493,"shaffer, jonathan a/split/center for behavioral cardiovascular health, columbia university medical center,  new york, ny, united states. electronic address: js3742@columbia.edu."
823,24508493,"diaz, keith/split/center for behavioral cardiovascular health, columbia university medical center,  new york, ny, united states."
823,24508493,"alcántara, carmela/split/center for behavioral cardiovascular health, columbia university medical center,  new york, ny, united states."
823,24508493,"edmondson, donald/split/center for behavioral cardiovascular health, columbia university medical center,  new york, ny, united states."
823,24508493,"krupka, david j/split/center for behavioral cardiovascular health, columbia university medical center,  new york, ny, united states."
823,24508493,"chaplin, william f/split/department of psychology, st. john's university, jamaica, ny, united states."
823,24508493,"davidson, karina w/split/center for behavioral cardiovascular health, columbia university medical center,  new york, ny, united states."
824,25570663,"kropf, martin"
824,25570663,"modre-osprian, robert"
824,25570663,"hayn, dieter"
824,25570663,"fruhwald, friedrich"
824,25570663,"schreier, günter"
825,24222828,"sørensen, jacob thorsted/split/aarhus university hospital, department of cardiology, aarhus, denmark."
825,24222828,"stengaard, carsten"
825,24222828,"sørensen, christina ankjær"
825,24222828,"thygesen, kristian"
825,24222828,"bøtker, hans erik"
825,24222828,"thuesen, leif"
825,24222828,"terkelsen, christian juhl"
826,23761202,"theissing, j/split/liveonline coaching, böklund. info@liveonlinecoaching.com"
826,23761202,"deck, r"
826,23761202,"raspe, h"
827,25354952,"spethmann, sebastian/split/medizinische klinik für kardiologie und angiologie, campus mitte, charité  universitätsmedizin berlin, berlin, germany bundeswehrkrankenhaus berlin, abteilung i"
827,25354952,"prescher, sandra/split/medizinische klinik für kardiologie und angiologie, campus mitte, charité  universitätsmedizin berlin, berlin, germany."
827,25354952,"dreger, henryk/split/medizinische klinik für kardiologie und angiologie, campus mitte, charité  universitätsmedizin berlin, berlin, germany."
