,PMID,Mesh_terms
585,22199363,*telemedicine
586,21546311,case management
586,21546311,delayed diagnosis/adverse effects
586,21546311,follow-up studies
586,21546311,heart failure/*etiology/physiopathology/*therapy
586,21546311,humans
586,21546311,male
586,21546311,middle aged
586,21546311,"monitoring, physiologic/methods"
586,21546311,myocardial infarction/*complications/diagnosis
586,21546311,netherlands
586,21546311,patient compliance
586,21546311,severity of illness index
586,21546311,telemedicine/*statistics & numerical data
586,21546311,"therapy, computer-assisted/*methods"
586,21546311,time factors
587,21485262,home care services/*organization & administration
587,21485262,humans
587,21485262,"monitoring, ambulatory/*methods"
587,21485262,telemedicine/*organization & administration
588,21432787,*ambulatory care
588,21432787,*home care services
588,21432787,humans
588,21432787,male
588,21432787,middle aged
588,21432787,myocardial infarction/*rehabilitation
588,21432787,*patient compliance
588,21432787,*telemedicine
588,21432787,treatment outcome
588,21432787,"ventricular function, left"
589,23153465,cardiopulmonary resuscitation/*methods
589,23153465,clinical competence
589,23153465,critical pathways
589,23153465,emergency medical service communication systems/*organization & administration
589,23153465,emergency medical services/*organization & administration
589,23153465,health personnel/education
589,23153465,humans
589,23153465,out-of-hospital cardiac arrest/diagnosis/mortality/*therapy
589,23153465,professional role
589,23153465,remote consultation/*methods
590,22676379,aged
590,22676379,canada
590,22676379,cell phone/*statistics & numerical data
590,22676379,feasibility studies
590,22676379,female
590,22676379,heart diseases/*diagnosis
590,22676379,humans
590,22676379,male
590,22676379,middle aged
590,22676379,"monitoring, ambulatory/*instrumentation/methods"
590,22676379,telemedicine/instrumentation/*methods
590,22676379,video recording
591,21214393,acceleration
591,21214393,biosensing techniques/*instrumentation
591,21214393,cardiovascular diseases/diagnosis
591,21214393,cardiovascular system
591,21214393,electrocardiography/*instrumentation/methods
591,21214393,equipment design/instrumentation/methods
591,21214393,humans
591,21214393,motor activity
591,21214393,movement
591,21214393,pilot projects
591,21214393,republic of korea
591,21214393,telemedicine/*instrumentation/organization & administration
591,21214393,*video games
591,21214393,wireless technology/*instrumentation/organization & administration
592,22295583,electrocardiography
592,22295583,emergency medical services/*methods
592,22295583,humans
592,22295583,myocardial infarction/*diagnosis
592,22295583,rural health services/*organization & administration
592,22295583,telemedicine/*instrumentation
593,21432788,humans
593,21432788,myocardial infarction/*rehabilitation
593,21432788,*telemedicine
594,23074436,acute disease
594,23074436,cost-benefit analysis
594,23074436,evidence-based medicine
594,23074436,humans
594,23074436,*positive-pressure respiration/economics
594,23074436,"pulmonary disease, chronic obstructive/*complications/physiopathology"
594,23074436,respiratory insufficiency/*etiology/physiopathology
594,23074436,"*technology assessment, biomedical"
594,23074436,ventilator weaning pmc
595,23366350,"arrhythmias, cardiac/*diagnosis"
595,23366350,"diagnosis, computer-assisted/*instrumentation"
595,23366350,"electrocardiography, ambulatory/*instrumentation"
595,23366350,equipment design
595,23366350,equipment failure analysis
595,23366350,humans
595,23366350,*microcomputers
595,23366350,reproducibility of results
595,23366350,sensitivity and specificity
595,23366350,telemedicine/*instrumentation
595,23366350,telemetry/*instrumentation
596,22088682,*heart failure/therapy
596,22088682,humans
596,22088682,telemedicine
597,24862840,aged
597,24862840,ambulatory care facilities
597,24862840,*continuity of patient care
597,24862840,heart failure/mortality/*therapy
597,24862840,*home care services
597,24862840,humans
597,24862840,*patient readmission
597,24862840,randomized controlled trials as topic
597,24862840,*telemedicine
598,25131977,aged
598,25131977,australia
598,25131977,"*defibrillators, implantable"
598,25131977,europe
598,25131977,female
598,25131977,heart failure/*physiopathology/*therapy
598,25131977,humans
598,25131977,israel
598,25131977,male
598,25131977,"monitoring, ambulatory/*instrumentation"
598,25131977,telemedicine/*methods
598,25131977,treatment outcome
599,24725308,california
599,24725308,clinical protocols
599,24725308,*continuity of patient care/economics
599,24725308,cost-benefit analysis
599,24725308,"emergency service, hospital"
599,24725308,female
599,24725308,"health knowledge, attitudes, practice"
599,24725308,heart failure/diagnosis/economics/mortality/nursing/physiopathology/*therapy
599,24725308,hospital costs
599,24725308,humans
599,24725308,length of stay
599,24725308,male
599,24725308,middle aged
599,24725308,patient education as topic
599,24725308,patient handoff
599,24725308,*patient readmission/economics
599,24725308,prospective studies
599,24725308,quality of life
599,24725308,*research design
599,24725308,*telemedicine/economics
599,24725308,*telemetry/economics
599,24725308,*telenursing/economics
599,24725308,*telephone/economics
599,24725308,time factors
599,24725308,treatment outcome pmc
600,23422020,atrial fibrillation/diagnosis
600,23422020,data collection/history/trends
600,23422020,decision making
600,23422020,"diagnosis, computer-assisted/history/trends"
600,23422020,"electrocardiography, ambulatory/history/*trends"
600,23422020,electrodes/history/trends
600,23422020,forecasting
600,23422020,"history, 19th century"
600,23422020,"history, 20th century"
600,23422020,humans
600,23422020,myocardial ischemia/diagnosis
600,23422020,patient satisfaction
600,23422020,risk assessment/history/trends
600,23422020,telemedicine/history/trends
601,23801822,algorithms
601,23801822,aortic valve/surgery
601,23801822,"arrhythmias, cardiac/*therapy"
601,23801822,bicuspid aortic valve disease
601,23801822,"cardiac pacing, artificial/adverse effects/methods"
601,23801822,cardiac resynchronization therapy/adverse effects/*methods
601,23801822,"cardiomyopathy, hypertrophic/complications"
601,23801822,catheter ablation
601,23801822,child
601,23801822,contraindications
601,23801822,"defibrillators, implantable"
601,23801822,emergency treatment
601,23801822,female
601,23801822,"heart defects, congenital/complications/surgery"
601,23801822,heart failure/*therapy
601,23801822,heart transplantation
601,23801822,heart valve diseases/surgery
601,23801822,heart valve prosthesis implantation
601,23801822,humans
601,23801822,magnetic resonance imaging
601,23801822,myocardial infarction/therapy
601,23801822,postoperative care
601,23801822,pregnancy
601,23801822,"pregnancy complications, cardiovascular"
601,23801822,prosthesis-related infections/surgery
601,23801822,rare diseases/complications
601,23801822,remote consultation
601,23801822,reoperation
601,23801822,secondary prevention
601,23801822,stroke volume/physiology
601,23801822,syncope/prevention & control
602,25079147,cardiovascular diseases/*prevention & control
602,25079147,health behavior
602,25079147,humans
602,25079147,*internet
602,25079147,patient education as topic/methods
602,25079147,primary prevention/*methods
602,25079147,risk factors
602,25079147,secondary prevention/*methods
602,25079147,telemedicine/*methods
603,25680492,*communication
603,25680492,health literacy
603,25680492,heart failure/*nursing
603,25680492,humans
603,25680492,length of stay
603,25680492,myocardial infarction/*nursing
603,25680492,patient compliance
603,25680492,*patient discharge
603,25680492,patient education as topic/*methods
603,25680492,patient protection and affordable care act
603,25680492,*patient readmission
603,25680492,pneumonia/*nursing
603,25680492,telemedicine
603,25680492,time factors
603,25680492,united states
604,23943649,"cardiology service, hospital/*organization & administration"
604,23943649,combined modality therapy
604,23943649,complementary therapies/organization & administration
604,23943649,"delivery of health care, integrated/*organization & administration"
604,23943649,exercise therapy/organization & administration
604,23943649,heart diseases/diagnosis/physiopathology/*rehabilitation
604,23943649,"home care services, hospital-based/*organization & administration"
604,23943649,humans
604,23943649,organizational objectives
604,23943649,patient care team/organization & administration
604,23943649,risk assessment
604,23943649,risk factors
604,23943649,risk reduction behavior
604,23943649,telemedicine/*organization & administration
604,23943649,treatment outcome
606,23992450,atrial fibrillation/*surgery
606,23992450,catheter ablation/*instrumentation
606,23992450,female
606,23992450,humans
606,23992450,male
606,23992450,mitral valve/*surgery
606,23992450,robotics/*instrumentation
606,23992450,"surgery, computer-assisted/*instrumentation"
606,23992450,telemedicine/*instrumentation
607,25488550,biomarkers/blood
607,25488550,blood pressure
607,25488550,chi-square distribution
607,25488550,comorbidity
607,25488550,coronary artery  disease/blood/diagnosis/epidemiology/physiopathology/*rehabilitation
607,25488550,delivery of health care/*methods
607,25488550,dyslipidemias/blood/diagnosis/epidemiology/therapy
607,25488550,humans
607,25488550,hypertension/diagnosis/epidemiology/physiopathology/therapy
607,25488550,life style
607,25488550,lipids/blood
607,25488550,mental health
607,25488550,odds ratio
607,25488550,quality of life
607,25488550,randomized controlled trials as topic
607,25488550,risk assessment
607,25488550,risk factors
607,25488550,risk reduction behavior
607,25488550,secondary prevention/*methods
607,25488550,smoking/adverse effects
607,25488550,smoking cessation
607,25488550,telemedicine/*methods
607,25488550,treatment outcome
608,25124013,*computer communication networks
