,PMID,Publication_type
1452,30058505,journal article
1452,30058505,systematic review
1453,29739740,journal article
1453,29739740,"research support, non-u.s. gov't"
1454,28764695,journal article
1455,28768610,journal article
1455,28768610,review
1455,28768610,systematic review
1456,27896780,journal article
1457,30581549,journal article
1457,30581549,"research support, non-u.s. gov't"
1458,29990228,journal article
1458,29990228,randomized controlled trial
1458,29990228,"research support, non-u.s. gov't"
1459,30311064,journal article
1460,28575235,journal article
1460,28575235,multicenter study
1460,28575235,randomized controlled trial
1461,29456025,journal article
1461,29456025,randomized controlled trial
1461,29456025,"research support, non-u.s. gov't"
1462,30482130,journal article
1462,30482130,"research support, n.i.h., extramural"
1463,30400587,journal article
1464,29132448,journal article
1465,29251245,journal article
1465,29251245,randomized controlled trial
1466,29060707,journal article
1467,29843676,journal article
1467,29843676,randomized controlled trial
1467,29843676,"research support, non-u.s. gov't"
1468,28840312,journal article
1468,28840312,review
1469,29486994,journal article
1469,29486994,"research support, non-u.s. gov't"
1469,29486994,systematic review
1470,30455167,journal article
1470,30455167,randomized controlled trial
1470,30455167,"research support, non-u.s. gov't"
1471,29680866,journal article
1472,30632923,journal article
1473,28992285,journal article
1473,28992285,meta-analysis
1473,28992285,systematic review
1474,28681268,letter
1475,28861901,journal article
1476,30037001,journal article
1476,30037001,validation study
1477,29374674,journal article
1477,29374674,multicenter study
1477,29374674,randomized controlled trial
1477,29374674,"research support, non-u.s. gov't"
1478,28917438,letter
1478,28917438,observational study
1479,29688326,journal article
1479,29688326,observational study
1480,30441653,journal article
1480,30441653,"research support, non-u.s. gov't"
1481,29993788,journal article
1481,29993788,"research support, non-u.s. gov't"
1482,28960846,letter
1483,29921358,case reports
1483,29921358,journal article
1484,29278986,journal article
1485,30036166,journal article
1485,30036166,randomized controlled trial
1485,30036166,"research support, non-u.s. gov't"
1486,28756266,journal article
1487,30195576,letter
1487,30195576,"research support, non-u.s. gov't"
1488,28464700,journal article
1488,28464700,randomized controlled trial
1489,29240659,journal article
1490,28910238,clinical trial
1490,28910238,journal article
1490,28910238,"research support, non-u.s. gov't"
1491,29021334,journal article
1491,29021334,"research support, non-u.s. gov't"
1493,30441012,journal article
1493,30441012,"research support, non-u.s. gov't"
1494,29246881,journal article
1495,29170147,journal article
1495,29170147,"research support, non-u.s. gov't"
1496,29513722,journal article
1496,29513722,"research support, non-u.s. gov't"
1497,30528214,clinical trial
1497,30528214,journal article
1497,30528214,"research support, non-u.s. gov't"
1499,30002725,journal article
1500,29847242,journal article
1501,30527479,journal article
1501,30527479,"research support, n.i.h., extramural"
1502,28917688,journal article
1502,28917688,multicenter study
1502,28917688,randomized controlled trial
1502,28917688,"research support, non-u.s. gov't"
1503,29929955,journal article
1503,29929955,"research support, non-u.s. gov't"
1504,29024613,journal article
1504,29024613,"research support, non-u.s. gov't"
1505,28248747,journal article
1506,29100841,journal article
1506,29100841,multicenter study
1506,29100841,randomized controlled trial
1507,29758404,journal article
1507,29758404,"research support, non-u.s. gov't"
1508,30467407,journal article
1508,30467407,"research support, non-u.s. gov't"
1509,29862723,journal article
1510,30474927,comparative study
1510,30474927,journal article
1510,30474927,randomized controlled trial
1511,29848400,journal article
1511,29848400,multicenter study
1511,29848400,randomized controlled trial
1512,29252119,journal article
1513,28140834,journal article
1513,28140834,validation study
1514,28353681,journal article
1515,29742549,journal article
1516,30181202,journal article
1516,30181202,"research support, non-u.s. gov't"
1517,30040701,journal article
1518,29494601,journal article
1518,29494601,multicenter study
1518,29494601,observational study
1518,29494601,"research support, non-u.s. gov't"
1519,29806509,evaluation study
1519,29806509,journal article
1520,30328094,journal article
1520,30328094,randomized controlled trial
1520,30328094,"research support, non-u.s. gov't"
1521,30561284,journal article
1521,30561284,"research support, non-u.s. gov't"
1522,29334344,journal article
1522,29334344,"research support, n.i.h., extramural"
1522,29334344,"research support, non-u.s. gov't"
1523,30213475,journal article
1523,30213475,"research support, non-u.s. gov't"
1524,29650305,journal article
1525,30150326,journal article
1525,30150326,randomized controlled trial
1525,30150326,"research support, non-u.s. gov't"
1526,28986005,journal article
1526,28986005,"research support, non-u.s. gov't"
1527,28094679,journal article
1528,30633675,journal article
1529,28441656,journal article
1530,28461291,journal article
1531,29967036,journal article
1531,29967036,"research support, n.i.h., extramural"
1531,29967036,"research support, non-u.s. gov't"
1532,30623786,journal article
1533,28593423,journal article
1533,28593423,systematic review
1534,29954184,comparative study
1534,29954184,journal article
1534,29954184,"research support, non-u.s. gov't"
1534,29954184,systematic review
1535,28350282,journal article
1535,28350282,randomized controlled trial
1536,29878236,journal article
1536,29878236,"research support, n.i.h., extramural"
1536,29878236,"research support, non-u.s. gov't"
1536,29878236,"research support, u.s. gov't, p.h.s."
1537,30260996,comparative study
1537,30260996,journal article
1537,30260996,"research support, non-u.s. gov't"
1538,28747536,comment
1538,28747536,letter
1539,29422170,journal article
1539,29422170,"research support, non-u.s. gov't"
1540,28315728,evaluation study
1540,28315728,journal article
1541,29339348,journal article
1541,29339348,"research support, non-u.s. gov't"
1541,29339348,systematic review
1542,28560509,journal article
1543,29193654,journal article
1543,29193654,"research support, non-u.s. gov't"
1544,30068250,journal article
1545,29969378,journal article
1546,30485832,journal article
1547,29361856,journal article
1548,30045131,journal article
1549,30040702,journal article
1550,29507261,journal article
1551,28939459,journal article
1551,28939459,meta-analysis
1551,28939459,systematic review
1552,28809190,journal article
1553,30247080,journal article
1553,30247080,"research support, non-u.s. gov't"
1554,30245122,journal article
1555,30592362,letter
1556,28952660,journal article
1557,29969990,clinical trial protocol
1557,29969990,journal article
1557,29969990,"research support, non-u.s. gov't"
1558,29803850,journal article
1558,29803850,observational study
1558,29803850,"research support, non-u.s. gov't"
1559,28696832,journal article
1559,28696832,"research support, n.i.h., extramural"
1559,28696832,"research support, non-u.s. gov't"
1560,29636040,journal article
1560,29636040,"research support, non-u.s. gov't"
1561,29525507,letter
1562,29788261,journal article
1562,29788261,meta-analysis
1562,29788261,"research support, non-u.s. gov't"
1563,28138988,journal article
1563,28138988,"research support, non-u.s. gov't"
1565,30185295,journal article
1567,29854370,journal article
1567,29854370,"research support, non-u.s. gov't"
1568,28486027,journal article
1568,28486027,"research support, non-u.s. gov't"
1569,28550586,comparative study
1569,28550586,evaluation study
1569,28550586,journal article
1569,28550586,multicenter study
1569,28550586,video-audio media
1570,29506685,journal article
1570,29506685,randomized controlled trial
1571,27902575,journal article
1572,29850807,comparative study
1572,29850807,evaluation study
1572,29850807,journal article
1572,29850807,"research support, n.i.h., extramural"
1572,29850807,"research support, non-u.s. gov't"
1573,28833266,journal article
1574,28840587,journal article
1574,28840587,multicenter study
1574,28840587,observational study
1575,30389067,journal article
1575,30389067,"research support, non-u.s. gov't"
1576,30652585,journal article
1576,30652585,"research support, n.i.h., extramural"
1576,30652585,"research support, non-u.s. gov't"
